							Drilling Data									
							Noblige-1									



DEPTH	TVD	ROP_AVG	WOB_AVG	TORQUE_AVG	TORQUE_MIN	TORQUE_MAX	BIT_RPM	FLOWIN	FLOWOUT	PUMP_AVG	MWIN	MWOUT	MTIN	MTOUT	PITTOT	TBR
mMDRT	mTVDRT	m/hr	klbs	kft.lb	kft.lb	kft.lb	rpm	gal/min	gal/min	psi	sg	sg	degC	degC	bbls	

1548	1547.98	185.4	5.3	1.6	1.3	3.1	234	1118	0	2052	1.03	1.03	26.8	28.7	-999.25	41865
1549	1548.98	157	6.6	1.7	1.4	3.1	234	1113	0	2084	1.03	1.03	26.8	28.7	-999.25	41955
1550	1549.98	147.7	8.1	1.7	1.4	2.9	233	1111	0	2083	1.03	1.03	26.7	28.7	-999.25	42048
1551	1550.98	134	7.7	1.8	1.6	2.8	233	1112	0	2086	1.03	1.03	26.7	28.7	-999.25	42149
1552	1551.98	147	8.7	1.8	1.5	3.3	233	1111	0	2108	1.03	1.03	26.8	28.7	-999.25	42246
1553	1552.98	135.3	10.5	1.9	1.7	2.9	233	1110	0	2103	1.03	1.03	26.8	28.7	-999.25	42343
1554	1553.98	168.9	8.9	2.1	1.8	3.3	232	1110	0	2130	1.03	1.03	26.8	28.7	-999.25	42424
1555	1554.98	176.4	15.3	2.2	1.8	3.7	232	1109	0	2163	1.03	1.03	26.7	28.7	-999.25	42509
1556	1555.98	182.8	15.4	1.9	1.4	3.5	234	1115	0	2153	1.03	1.03	26.7	28.7	-999.25	42591
1557	1556.98	124.2	12.8	1.9	1.5	3.3	234	1116	0	2153	1.03	1.03	26.7	28.7	-999.25	42719
1558	1557.98	125.4	12.3	1.9	1.5	3.2	232	1107	0	2128	1.03	1.03	26.7	28.7	-999.25	42824
1559	1558.98	115.8	9.7	1.8	1.4	3.4	233	1108	0	2070	1.03	1.03	26.7	28.7	-999.25	42932
1560	1559.98	106.7	9.9	1.9	1.7	3	233	1113	0	2036	1.03	1.03	26.7	28.7	-999.25	43064
1561	1560.98	122.5	10.3	1.9	1.6	3.2	233	1113	0	2050	1.03	1.03	26.7	28.7	-999.25	43169
1562	1561.98	119.2	10.7	2	1.7	3	235	1123	0	2082	1.03	1.03	26.7	28.7	-999.25	43294
1563	1562.98	122	12.3	1.9	1.8	3.1	233	1115	0	2075	1.03	1.03	26.8	28.7	-999.25	43407
1564	1563.98	125.6	11.6	1.9	1.7	3.2	233	1112	0	2089	1.03	1.03	26.9	28.7	-999.25	43527
1565	1564.98	138.4	8.4	1.9	1.7	3.1	233	1111	0	2083	1.03	1.03	26.9	28.7	-999.25	43612
1566	1565.97	139.6	12.1	1.8	1.5	3.2	234	1116	0	2090	1.03	1.03	26.9	28.7	-999.25	43713
1567	1566.97	117.7	10.9	1.9	1.7	3	234	1116	0	2079	1.03	1.03	26.8	28.7	-999.25	43838
1568	1567.97	116.2	9.6	1.8	1.6	2.8	234	1119	0	1651	1.03	1.03	26.8	28.7	-999.25	43951
1569	1568.97	143.3	9.9	2	1.6	3	236	1132	0	1685	1.03	1.03	26.8	28.7	-999.25	44049
1570	1569.97	140.3	10.1	1.9	1.6	3.1	236	1134	0	1696	1.03	1.03	26.9	28.7	-999.25	44151
1571	1570.97	125.9	9.5	1.9	1.7	3.4	236	1133	0	1727	1.03	1.03	26.8	28.7	-999.25	44257
1572	1571.97	140.4	12.5	2	1.6	3.9	236	1134	0	1716	1.03	1.03	26.9	28.7	-999.25	44371
1573	1572.97	125.4	11.2	1.8	1.6	3.1	235	1130	0	1710	1.03	1.03	26.9	28.7	-999.25	44497
1574	1573.97	109.8	7.6	1.7	1.4	2.6	235	1126	0	1854	1.03	1.03	26.9	28.7	-999.25	44630
1575	1574.97	91.7	7.8	1.7	1.4	3	237	1155	0	2197	1.03	1.03	26.7	28.7	-999.25	44944
1576	1575.97	139.6	10.7	2.2	1.6	3.7	236	1154	0	2256	1.03	1.03	26.7	28.7	-999.25	44987
1577	1576.97	289	9.1	2.1	1.8	3.5	235	1148	0	2242	1.03	1.03	26.7	28.7	-999.25	45034
1578	1577.97	140.1	13.9	2.2	1.8	3.7	235	1145	0	2281	1.03	1.03	26.7	28.7	-999.25	45144
1579	1578.97	224	8.9	1.9	1.6	3.1	235	1144	0	2276	1.03	1.03	26.7	28.7	-999.25	45206
1580	1579.97	200.3	6.5	1.8	1.5	3	238	1154	0	2294	1.03	1.03	26.7	28.7	-999.25	45305
1581	1580.97	155.5	12.7	2	1.8	3.3	237	1160	0	2282	1.03	1.03	26.7	28.7	-999.25	45360
1582	1581.97	148.7	13.3	2.4	1.6	4.1	235	1155	0	2305	1.03	1.03	26.7	28.7	-999.25	45462
1583	1582.97	127	14.5	2.1	1.6	3.5	237	1160	0	2315	1.03	1.03	26.7	28.7	-999.25	45577
1584	1583.97	153.6	8.1	1.8	1.6	3	238	1159	0	2303	1.03	1.03	26.7	28.7	-999.25	45664
1585	1584.97	142.6	9.8	2	1.5	4	238	1162	0	2302	1.03	1.03	26.8	28.7	-999.25	45764
1586	1585.97	85.4	15.2	2.1	1.4	3.9	238	1167	0	2253	1.03	1.03	26.7	28.7	-999.25	45935
1587	1586.97	133.2	12.1	2	1.1	3	238	1167	0	2215	1.03	1.03	26.8	28.7	-999.25	46034
1588	1587.97	140.7	8.8	1.9	1.6	2.9	237	1160	0	2182	1.03	1.03	26.7	28.7	-999.25	46149
1589	1588.97	120.2	6.2	1.7	1.6	2.8	238	1159	0	2208	1.03	1.03	26.8	28.7	-999.25	46263
1590	1589.97	118.2	8.5	1.9	1.4	3.1	239	1168	0	2246	1.03	1.03	26.7	28.7	-999.25	46395
1591	1590.97	107.1	5.5	1.7	1.3	3	239	1165	0	2226	1.03	1.03	26.7	28.7	-999.25	46534
1592	1591.97	71.8	9.5	1.7	1.1	2.9	238	1162	0	2202	1.03	1.03	26.7	28.7	-999.25	46753
1593	1592.97	83.6	13.7	2	1.4	3.7	240	1182	0	1742	1.03	1.03	26.6	28.7	-999.25	46904
1594	1593.97	94.1	7.5	1.8	1.4	3.3	240	1175	0	1788	1.03	1.03	26.6	28.7	-999.25	47051
1595	1594.97	92.1	8.2	1.9	1.5	2.9	239	1176	0	1810	1.03	1.03	26.7	28.7	-999.25	47203
1596	1595.97	113.5	6	1.6	1.3	2.8	240	1176	0	1773	1.03	1.03	26.6	28.7	-999.25	47331
1597	1596.97	99.8	4.5	1.6	1.3	3	240	1172	0	1841	1.03	1.03	26.7	28.7	-999.25	47474
1598	1597.97	126.3	5.6	1.8	1.5	2.9	238	1167	0	2037	1.03	1.03	26.7	28.7	-999.25	47585
1599	1598.97	93.4	12.2	2	1.4	3	239	1170	0	2176	1.03	1.03	26.7	28.7	-999.25	47765
1600	1599.97	95.9	14	2	1.5	3.3	238	1164	0	2198	1.03	1.03	26.5	28.7	-999.25	47931
1601	1600.97	113.6	9	1.8	1.5	3.4	237	1157	0	2266	1.03	1.03	26.6	28.7	-999.25	48066
1602	1601.97	124.7	8.6	1.9	1.6	2.9	236	1149	0	2371	1.03	1.03	26.5	28.7	-999.25	48180
1603	1602.97	79.5	6.8	1.6	1.4	2.8	237	1150	0	2370	1.03	1.03	26.5	28.7	-999.25	48385
1604	1603.97	42.2	11.9	1.6	1.3	2.9	233	1160	0	2282	1.03	1.03	26.7	28.7	-999.25	48800
1605	1604.97	70.3	8.2	1.6	1.3	3	230	1148	0	2248	1.03	1.03	26.7	28.7	-999.25	48981
1606	1605.97	98	9.3	1.7	1.6	2.6	230	1146	0	2256	1.03	1.03	26.6	28.7	-999.25	49100
1607	1606.97	116.5	12.4	1.7	1.5	2.7	230	1146	0	2262	1.03	1.03	26.7	28.7	-999.25	49226
1608	1607.97	105.7	10.4	1.6	1.2	2.7	231	1147	0	2275	1.03	1.03	26.6	28.7	-999.25	49368
1609	1608.97	73.5	13.6	1.7	1.3	2.9	230	1148	0	2284	1.03	1.03	26.6	28.7	-999.25	49576
1610	1609.97	112.6	11.4	1.7	1.4	3.4	230	1147	0	2274	1.03	1.03	26.7	28.7	-999.25	49676
1611	1610.97	79.2	17.6	1.8	1.1	3.1	230	1148	0	2282	1.03	1.03	26.7	28.7	-999.25	49886
1612	1611.97	43.9	11.1	1.6	1.3	3	232	1154	0	2285	1.03	1.03	26.7	28.7	-999.25	50211
1613	1612.97	43.1	10.1	1.4	0.9	2.4	233	1157	0	2267	1.03	1.03	26.7	28.7	-999.25	50459
1614	1613.97	40.6	7.3	1.3	0.9	2.6	233	1153	0	2243	1.03	1.03	26.7	28.7	-999.25	50835
1615	1614.97	48.2	14	1.6	1.3	2.8	232	1157	0	2265	1.03	1.03	26.7	28.7	-999.25	51196
1616	1615.97	70.8	8.7	1.6	1.2	3	232	1158	0	2166	1.03	1.03	26.7	28.7	-999.25	51413
1617	1616.97	65.5	9.8	1.5	1.3	2.7	231	1151	0	2178	1.03	1.03	26.7	28.7	-999.25	51629
1618	1617.97	62.3	10.7	1.4	1.2	2.8	231	1150	0	2171	1.03	1.03	26.7	28.7	-999.25	51867
1619	1618.97	36.4	13.9	1.7	1.3	3.2	233	1163	0	2056	1.03	1.03	26.7	28.7	-999.25	52254
1620	1619.97	60.3	13.7	1.4	0.8	3	236	1180	0	1737	1.03	1.03	26.7	28.7	-999.25	52493
1621	1620.97	50.2	10.4	1.6	1.2	3.2	235	1178	0	1874	1.03	1.03	26.7	28.7	-999.25	52728
1622	1621.97	74	15.5	1.7	1.4	2.9	232	1161	0	2064	1.03	1.03	26.7	28.7	-999.25	52906
1623	1622.97	87.6	11.6	1.7	1.5	2.9	232	1158	0	2111	1.03	1.03	26.7	28.7	-999.25	53076
1624	1623.97	74.6	14.3	1.7	1.4	2.9	232	1157	0	2155	1.03	1.03	26.7	28.7	-999.25	53261
1625	1624.97	78.7	14.3	1.7	1.4	2.9	232	1157	0	2168	1.03	1.03	26.7	28.7	-999.25	53431
1626	1625.97	47.4	12.7	1.4	1.1	2.7	232	1153	0	2140	1.03	1.03	26.8	28.7	-999.25	53747
1627	1626.97	43.7	16.8	1.7	1.4	3.4	231	1153	0	2186	1.03	1.03	26.8	28.7	-999.25	54110
1628	1627.97	63.2	13.9	1.4	1	2.6	231	1151	0	2185	1.03	1.03	26.8	28.7	-999.25	54337
1629	1628.97	69.3	11.2	1.5	1.3	2.6	231	1151	0	2191	1.03	1.03	26.7	28.7	-999.25	54541
1630	1629.97	90	12	1.7	1.4	2.6	231	1152	0	2205	1.03	1.03	26.8	28.7	-999.25	54695
1631	1630.97	101.1	14.6	1.8	1.3	4	231	1151	0	2217	1.03	1.03	26.8	28.7	-999.25	54837
1632	1631.97	82.6	15	1.7	1.3	3	231	1150	0	2319	1.03	1.03	26.8	28.7	-999.25	54999
1633	1632.97	29.9	13.6	1.5	1.2	2.6	234	1156	0	2258	1.03	1.03	26.7	28.7	-999.25	55518
1634	1633.97	76.1	13.4	1.7	1.4	3.2	233	1156	0	2272	1.03	1.03	26.7	28.7	-999.25	55685
1635	1634.97	75.5	15.9	1.8	1.5	2.8	233	1156	0	2286	1.03	1.03	26.7	28.7	-999.25	55871
1636	1635.97	46.1	12.4	1.7	1.4	3.1	233	1155	0	2269	1.03	1.03	26.7	28.7	-999.25	56178
1637	1636.97	50.9	7.4	1.5	1.2	2.7	234	1155	0	2263	1.03	1.03	26.7	28.7	-999.25	56431
1638	1637.97	72.9	13.4	2	1.6	3.3	232	1154	0	2302	1.03	1.03	26.6	28.7	-999.25	56628
1639	1638.97	57.2	9.7	1.5	1.2	2.7	234	1155	0	2249	1.03	1.03	26.6	28.7	-999.25	56884
1640	1639.97	77.1	8	1.8	1.5	3.3	233	1155	0	2276	1.03	1.03	26.7	28.7	-999.25	57063
1641	1640.97	50.1	8.5	1.5	1.1	2.6	234	1156	0	2258	1.03	1.03	26.6	28.7	-999.25	57374
1642	1641.97	54.5	8.2	1.6	1.4	2.9	233	1155	0	2269	1.03	1.03	26.6	28.7	-999.25	57643
1643	1642.97	52.4	5.7	1.5	0.8	2.8	234	1155	0	2252	1.03	1.03	26.6	28.7	-999.25	57927
1644	1643.97	79	9.7	1.9	1.5	3.2	232	1150	0	2270	1.03	1.03	26.7	28.8	-999.25	58097
1645	1644.97	75.3	11	1.7	1.4	3.3	233	1154	0	2285	1.03	1.03	26.6	28.8	-999.25	58287
1646	1645.97	80	8.5	1.6	1.3	3.2	233	1155	0	2266	1.03	1.03	26.6	28.7	-999.25	58481
1647	1646.97	84.2	11.1	1.8	1.5	3	234	1162	0	2190	1.03	1.03	26.8	28.7	-999.25	58672
1648	1647.97	78.4	9.3	1.7	1.5	2.9	234	1162	0	2203	1.03	1.03	26.8	28.7	-999.25	58859
1649	1648.97	56.1	7.7	1.6	1.4	3	234	1160	0	2234	1.03	1.03	26.8	28.7	-999.25	59139
1650	1649.97	55	9.4	1.5	1.2	3.1	234	1158	0	2202	1.03	1.03	26.8	28.7	-999.25	59392
1651	1650.97	40.1	8.1	1.6	1.3	2.9	236	1176	0	1772	1.03	1.03	26.8	28.7	-999.25	59773
1652	1651.97	40.8	9.7	1.5	1.3	2.8	237	1178	0	1854	1.03	1.03	26.8	28.7	-999.25	60190
1653	1652.97	63.1	9.6	1.7	1.6	2.8	235	1170	0	2074	1.03	1.03	26.8	28.7	-999.25	60398
1654	1653.97	63.7	12.7	1.7	1.4	3.1	235	1165	0	2172	1.03	1.03	26.8	28.7	-999.25	60621
1655	1654.97	67	11.4	1.7	1.4	2.8	235	1164	0	2209	1.03	1.03	26.8	28.7	-999.25	60804
1656	1655.97	76.6	11.6	1.6	1.3	3.1	235	1163	0	2217	1.03	1.03	26.8	28.7	-999.25	60980
1657	1656.97	69.6	11.8	1.8	1.6	2.9	234	1161	0	2237	1.03	1.03	26.6	28.7	-999.25	61194
1658	1657.97	53.6	13.3	1.5	0.7	3	235	1162	0	2222	1.03	1.03	26.6	28.7	-999.25	61484
1659	1658.97	55.2	11.4	1.7	1.5	2.7	234	1159	0	2261	1.03	1.03	26.6	28.7	-999.25	61737
1660	1659.97	55.7	10.5	1.7	1.3	2.9	234	1162	0	2251	1.03	1.03	26.6	28.7	-999.25	62022
1661	1660.97	60.5	12.7	1.7	1.4	2.9	234	1159	0	2283	1.03	1.03	26.6	28.7	-999.25	62236
1662	1661.97	61.5	13.5	1.7	1.4	3	236	1156	0	2270	1.03	1.03	26.8	28.7	-999.25	63017
1663	1662.97	66.5	14	1.9	1.4	3.5	234	1148	0	2260	1.03	1.03	26.7	28.7	-999.25	63142
1664	1663.97	68.9	10.6	1.8	1.5	3	234	1146	0	2259	1.03	1.03	26.7	28.7	-999.25	63345
1665	1664.97	91	16.4	2.1	1.9	3.3	233	1145	0	2297	1.03	1.03	26.7	28.7	-999.25	63492
1666	1665.97	128.3	12.9	2.1	1.7	3.4	233	1144	0	2324	1.03	1.03	26.7	28.8	-999.25	63593
1667	1666.97	129.4	13.5	2	1.8	3.1	233	1145	0	2296	1.03	1.03	26.8	28.8	-999.25	63714
1668	1667.97	131.5	12.1	2	1.5	3.4	233	1144	0	2286	1.03	1.03	26.7	28.8	-999.25	63846
1669	1668.97	117.6	13.3	1.9	1.6	3.5	234	1144	0	2303	1.03	1.03	26.7	28.7	-999.25	63982
1670	1669.97	105.2	15.5	2.1	1.9	3.4	233	1143	0	2301	1.03	1.03	26.7	28.7	-999.25	64110
1671	1670.97	95.5	14.2	1.8	1.5	3.2	234	1144	0	2275	1.03	1.03	26.7	28.8	-999.25	64281
1672	1671.97	71.4	13.3	1.9	1.5	3	234	1145	0	2279	1.03	1.03	26.7	28.8	-999.25	64495
1673	1672.97	76.1	14.8	1.8	1.6	3.4	234	1146	0	2293	1.03	1.03	26.6	28.8	-999.25	64682
1674	1673.97	74	14.6	1.9	1.6	3	234	1147	0	2302	1.03	1.03	26.7	28.8	-999.25	64861
1675	1674.97	53	13.4	1.8	1.5	3.4	234	1148	0	2283	1.03	1.03	26.7	28.8	-999.25	65145
1676	1675.97	29.6	7.2	1.8	1.5	3	235	1154	0	2188	1.03	1.03	26.7	28.8	-999.25	65616
1677	1676.97	109.1	19.1	2.4	2.1	3.9	233	1151	0	2288	1.03	1.03	26.6	28.8	-999.25	65748
1678	1677.97	102	18.9	2	1.7	3.8	235	1153	0	2273	1.03	1.03	26.6	28.8	-999.25	65889
1679	1678.97	104.9	18.4	2.6	2	4.7	233	1155	0	2293	1.03	1.03	26.6	28.8	-999.25	66026
1680	1679.97	101.9	24.5	2.3	2	3.8	233	1149	0	2269	1.03	1.03	26.6	28.8	-999.25	66157
1681	1680.97	124.2	19.4	2.3	1.9	4	233	1151	0	2257	1.03	1.03	26.6	28.8	-999.25	66266
1682	1681.97	115.5	22	2.6	2.4	4	233	1153	0	1946	1.03	1.03	26.6	28.8	-999.25	66398
1683	1682.97	92.5	20.1	2.4	2	4.1	236	1170	0	1834	1.03	1.03	26.6	28.8	-999.25	66547
1684	1683.97	80.6	15.8	2.1	1.8	3.9	236	1170	0	1793	1.03	1.03	26.7	28.8	-999.25	66728
1685	1684.97	101	19.4	2.4	2.3	3.5	235	1169	0	1878	1.03	1.03	26.7	28.8	-999.25	66861
1686	1685.97	146.4	23	2.3	1.9	4	235	1164	0	2045	1.03	1.03	26.6	28.8	-999.25	66959
1687	1686.97	110.8	15.5	2.1	1.7	3.7	235	1161	0	2100	1.03	1.03	26.7	28.8	-999.25	67100
1688	1687.97	120.5	19	2	1.7	3.5	235	1156	0	2155	1.03	1.03	26.6	28.8	-999.25	67217
1689	1688.97	63.2	10.7	1.5	1.3	3	237	1155	0	2171	1.03	1.03	26.7	28.8	-999.25	67477
1690	1689.97	224.4	18.7	2.6	1.9	5	234	1161	0	2286	1.03	1.03	26.7	28.8	-999.25	67567
1691	1690.97	106.9	20.1	1.9	1.5	3.4	234	1149	0	2230	1.03	1.03	26.7	28.8	-999.25	67730
1692	1691.97	52.7	5.6	1.6	0.8	2.6	231	1152	0	2278	1.03	1.03	26.7	28.8	-999.25	68548
1693	1692.97	84.6	14.2	2	1.8	3.1	230	1150	0	2308	1.03	1.03	26.7	28.8	-999.25	68694
1694	1693.97	112.3	17	2.3	2.1	3.7	229	1152	0	2240	1.03	1.03	26.5	28.8	-999.25	68820
1695	1694.97	113.9	20.1	2.3	2	3.4	229	1149	0	2335	1.03	1.03	26.6	28.8	-999.25	68939
1696	1695.97	96.3	17.2	2	1.8	3.1	230	1150	0	2289	1.03	1.03	26.6	28.8	-999.25	69073
1697	1696.97	87.2	15.6	1.9	1.6	3.3	230	1152	0	2292	1.03	1.03	26.6	28.8	-999.25	69222
1698	1697.97	84.3	15.3	2.2	1.8	3.5	233	1152	0	2316	1.03	1.03	26.6	28.9	-999.25	69393
1699	1698.97	98.4	18.6	2.4	2.1	3.6	232	1151	0	2336	1.03	1.03	26.6	28.9	-999.25	69528
1700	1699.97	100.5	18.2	2.2	1.9	4	233	1153	0	2374	1.03	1.03	26.6	28.8	-999.25	69663
1701	1700.97	100.1	17.6	2.4	2	4.1	233	1153	0	2365	1.03	1.03	26.6	28.8	-999.25	69783
1702	1701.97	114.5	19.2	2.3	1.9	3.7	233	1153	0	2353	1.03	1.03	26.6	28.8	-999.25	69896
1703	1702.97	97	22.4	2.3	2	3.7	232	1148	0	2353	1.03	1.03	26.5	28.8	-999.25	70031
1704	1703.97	87.6	16.3	2.1	1.7	3.5	232	1148	0	2316	1.03	1.03	26.6	28.9	-999.25	70197
1705	1704.97	79.6	17	2.1	1.7	4.4	232	1150	0	2316	1.03	1.03	26.6	28.8	-999.25	70360
1706	1705.97	80.1	17.1	2.1	1.9	3.9	233	1153	0	2249	1.03	1.03	26.5	28.8	-999.25	70511
1707	1706.97	87.7	22.8	2.4	2.2	3.7	232	1154	0	2272	1.03	1.03	26.5	28.8	-999.25	70669
1708	1707.97	79.8	20.9	2.3	1.8	3.9	233	1154	0	2253	1.03	1.03	26.5	28.8	-999.25	70851
1709	1708.97	67.1	21.1	2.3	1.9	4	232	1153	0	2296	1.03	1.03	26.5	28.8	-999.25	71049
1710	1709.97	65.4	24.8	2.2	1.9	3.9	233	1153	0	2291	1.03	1.03	26.5	28.8	-999.25	71257
1711	1710.97	63.1	21	2.4	2.2	3.9	233	1159	0	1997	1.03	1.03	26.5	28.8	-999.25	71491
1712	1711.97	53.8	23	2.2	1.9	4.3	236	1174	0	1846	1.03	1.03	26.6	28.9	-999.25	71776
1713	1712.97	50.9	21.7	2.4	2.1	3.7	235	1175	0	1941	1.03	1.03	26.5	28.9	-999.25	72086
1714	1713.97	75.3	22.6	2.3	2.1	4	235	1166	0	2169	1.03	1.03	26.5	28.9	-999.25	72281
1715	1714.97	65.5	19.7	2.3	1.9	3.8	234	1159	0	2261	1.03	1.03	26.6	28.9	-999.25	72488
1716	1715.97	71.3	23	2.4	2.1	3.9	234	1163	0	2304	1.03	1.03	26.6	28.9	-999.25	72687
1717	1716.97	79.1	24.8	2.4	2.1	3.7	234	1161	0	2321	1.03	1.03	26.6	28.9	-999.25	72893
1718	1717.97	64.4	22.9	2.4	2.3	4	234	1160	0	2338	1.03	1.03	26.6	28.9	-999.25	73084
1719	1718.97	71.7	22.3	2.2	1.9	4	234	1160	0	2336	1.03	1.03	26.6	28.9	-999.25	73306
1720	1719.97	44.1	21.5	2.2	1.8	3.9	233	1154	0	2289	1.03	1.03	26.6	28.9	-999.25	73598
1721	1720.97	39.4	20.2	1.9	1.5	4	233	1152	0	2289	1.03	1.03	26.6	28.9	-999.25	73951
1722	1721.97	16.6	19.7	2.1	0	3.1	233	1154	0	2348	1.03	1.03	26.5	28.9	-999.25	74825
1723	1722.97	58.9	23.1	2.4	1.9	4.1	233	1153	0	2376	1.03	1.03	26.6	28.9	-999.25	75050
1724	1723.97	52.4	26.5	2.3	1.9	4	233	1152	0	2388	1.03	1.03	26.8	28.9	-999.25	75313
1725	1724.97	42.9	18	2.2	1.8	3.5	235	1159	0	2366	1.03	1.03	27.2	28.9	-999.25	75625
1726	1725.97	56.1	21.1	2.2	1.9	3.9	233	1153	0	2361	1.03	1.03	27.3	28.9	-999.25	75866
1727	1726.97	66	20.9	2.3	2	4.1	232	1150	0	2358	1.03	1.03	27.3	28.9	-999.25	76091
1728	1727.97	88.7	17.8	2.4	2.1	3.7	232	1150	0	2355	1.03	1.03	27.3	28.9	-999.25	76226
1729	1728.97	92.5	17.8	2.4	2.2	3.8	232	1152	0	2371	1.03	1.03	27.3	28.9	-999.25	76377
1730	1729.97	98	18.1	2.4	2.1	4.3	232	1151	0	2369	1.03	1.03	27.3	28.9	-999.25	76531
1731	1730.97	99.6	21.4	2.4	2.1	3.8	232	1151	0	2384	1.03	1.03	27.4	28.9	-999.25	76678
1732	1731.97	87.8	21.1	2.3	1.9	4.2	232	1150	0	2365	1.03	1.03	27.4	29	-999.25	76837
1733	1732.97	69.1	20.9	2.3	2.1	3.7	233	1152	0	2362	1.03	1.03	27.4	29	-999.25	77046
1734	1733.97	61.3	22.7	2.3	1.9	4	233	1154	0	2269	1.03	1.03	27.3	29	-999.25	77259
1735	1734.97	45.6	17.7	2.1	1.8	4	234	1160	0	2268	1.03	1.03	27.3	29	-999.25	77587
1736	1735.97	44.1	18.9	2.2	1.8	3.5	233	1154	0	2296	1.03	1.03	27.3	29	-999.25	77870
1737	1736.97	59.8	19.6	2.2	1.8	4.1	233	1154	0	2278	1.03	1.03	27.4	29	-999.25	78072
1738	1737.97	60.2	20.2	2.2	2	3.5	234	1165	0	1918	1.03	1.03	27.4	29	-999.25	78329
1739	1738.97	28.6	18.3	1.8	1.5	3.5	236	1170	0	2006	1.03	1.03	27.4	29	-999.25	79009
1740	1739.97	35.7	18.7	2.1	1.9	3.5	234	1158	0	2249	1.03	1.03	27.5	29	-999.25	79371
1741	1740.97	40.4	17.9	2	1.8	3.8	235	1161	0	2280	1.03	1.03	27.5	29	-999.25	79715
1742	1741.97	42.4	18.6	2.1	1.8	3.6	235	1161	0	2285	1.03	1.03	27.5	29	-999.25	80031
1743	1742.97	40.4	18.8	2	1.7	3.9	235	1160	0	2299	1.03	1.03	27.5	29	-999.25	80379
1744	1743.97	45	18.7	2.3	2.1	3.7	234	1160	0	2320	1.03	1.03	27.5	29	-999.25	80613
1745	1744.97	49.4	17.3	2.1	1.8	3.6	235	1161	0	2283	1.03	1.03	27.5	29	-999.25	80929
1746	1745.97	61.7	19.7	2.3	2	3.7	234	1157	0	2320	1.03	1.03	27.5	29	-999.25	81163
1747	1746.97	65.4	20	2.4	1.9	3.7	233	1156	0	2317	1.03	1.03	27.5	29	-999.25	81384
1748	1747.97	59.6	19.3	2.4	2.1	4.1	233	1156	0	2334	1.03	1.03	27.6	29	-999.25	81617
1749	1748.97	58.3	20.9	2.4	2.2	3.8	233	1154	0	2341	1.03	1.03	27.5	29	-999.25	81854
1750	1749.97	54.9	19.8	2.2	2	3.6	233	1154	0	2340	1.03	1.03	27.5	29	-999.25	82094
1751	1750.97	45.9	23	2.6	2.3	4.1	232	1146	0	2386	1.03	1.03	27.9	29	-999.25	82552
1752	1751.97	55.9	21.2	2.4	2.1	4.5	232	1148	0	2392	1.03	1.03	28	29	-999.25	82841
1753	1752.97	57.1	17.2	2.4	2.1	3.7	233	1147	0	2367	1.03	1.03	28	29	-999.25	83039
1754	1753.97	69.8	15.6	2.4	2.1	3.8	234	1147	0	2358	1.03	1.03	28.1	29	-999.25	83261
1755	1754.97	58.8	18.9	2.7	2	4.1	233	1146	0	2377	1.03	1.03	28.1	29	-999.25	83494
1756	1755.97	72	21.4	2.8	2.4	4.6	233	1144	0	2408	1.03	1.03	28	29	-999.25	83684
1757	1756.97	65.9	28.5	2.7	2.2	4.3	233	1144	0	2399	1.03	1.03	28.1	29	-999.25	83901
1758	1757.97	48.3	21.3	2.3	1.9	4.2	234	1148	0	2355	1.03	1.03	28.1	29	-999.25	84209
1759	1758.97	85.8	19.6	2.8	2.5	4.3	233	1146	0	2396	1.03	1.03	28.1	29	-999.25	84368
1760	1759.97	103.2	24.1	2.7	2.4	4.1	233	1145	0	2404	1.03	1.03	28.1	29	-999.25	84515
1761	1760.97	103	22.9	2.6	2.4	4.2	233	1147	0	2383	1.03	1.03	28.1	29.1	-999.25	84659
1762	1761.97	71	23.4	2.5	1.9	4.1	235	1150	0	2380	1.03	1.03	28.2	29.1	-999.25	84917
1763	1762.97	90.7	20.6	2.8	2.4	4.6	233	1149	0	2376	1.03	1.03	28.2	29.1	-999.25	85077
1764	1763.97	65.3	20.9	2.8	2.1	4.2	233	1151	0	2378	1.03	1.03	28.2	29.1	-999.25	85314
1765	1764.97	95.1	20.3	2.9	2.4	4.4	233	1149	0	2333	1.03	1.03	28.2	29.1	-999.25	85465
1766	1765.97	63.6	19.4	2.3	1.9	4.2	235	1154	0	2265	1.03	1.03	28.2	29.1	-999.25	85688
1767	1766.97	103.9	18.3	2.9	2.4	4.8	233	1155	0	2326	1.03	1.03	28.2	29.1	-999.25	85813
1768	1767.97	100.3	22.8	2.8	2.5	4.2	233	1151	0	2350	1.03	1.03	28.2	29.1	-999.25	85953
1769	1768.97	92.5	23.3	2.8	2.4	4.9	233	1150	0	2349	1.03	1.03	28.2	29.1	-999.25	86100
1770	1769.97	70.4	17.8	2.1	1.8	4	235	1151	0	2287	1.03	1.03	28.2	29.1	-999.25	86296
1771	1770.97	79.8	15	2.3	2.1	3.6	235	1154	0	2276	1.03	1.03	28.2	29.1	-999.25	86488
1772	1771.97	56.4	20.2	2.6	2.1	4.4	237	1173	0	1894	1.03	1.03	28.2	29.1	-999.25	86767
1773	1772.97	71.4	22.3	2.7	2.2	4.8	236	1171	0	1915	1.03	1.03	28.3	29.1	-999.25	86944
1774	1773.97	96.6	25.1	2.9	2.6	5	235	1169	0	2042	1.03	1.03	28.3	29.1	-999.25	87101
